,date,color -- streamlit-generated,value -- streamlit-generated
69,2026-05-29T00:00:00.000,종가,202500
70,2026-06-01T00:00:00.000,종가,229000
71,2026-06-02T00:00:00.000,종가,231500
72,2026-06-04T00:00:00.000,종가,220000
73,2026-06-05T00:00:00.000,종가,211000
74,2026-06-08T00:00:00.000,종가,192500
75,2026-06-09T00:00:00.000,종가,203500
76,2026-06-10T00:00:00.000,종가,191500
77,2026-06-11T00:00:00.000,종가,193500
78,2026-06-12T00:00:00.000,종가,207000
79,2026-06-15T00:00:00.000,종가,216000
80,2026-06-16T00:00:00.000,종가,224000
81,2026-06-17T00:00:00.000,종가,226500
82,2026-06-18T00:00:00.000,종가,228500
83,2026-06-19T00:00:00.000,종가,222000
84,2026-06-22T00:00:00.000,종가,224000
85,2026-06-23T00:00:00.000,종가,202500
86,2026-06-24T00:00:00.000,종가,213500
87,2026-06-25T00:00:00.000,종가,235000
88,2026-06-26T00:00:00.000,종가,220500
89,2026-06-29T00:00:00.000,종가,210500
90,2026-06-30T00:00:00.000,종가,212000
91,2026-07-01T00:00:00.000,종가,204500
92,2026-07-02T00:00:00.000,종가,188700
93,2026-07-03T00:00:00.000,종가,208000
94,2026-07-06T00:00:00.000,종가,212500
95,2026-07-07T00:00:00.000,종가,199300
96,2026-07-08T00:00:00.000,종가,186900
97,2026-07-09T00:00:00.000,종가,185600
98,2026-07-10T00:00:00.000,종가,194300
99,2026-07-13T00:00:00.000,종가,176900
100,2026-07-14T00:00:00.000,종가,182200
101,2026-07-15T00:00:00.000,종가,192000
102,2026-07-16T00:00:00.000,종가,172000
103,2026-07-20T00:00:00.000,종가,169200
104,2026-07-21T00:00:00.000,종가,181000
105,2026-07-22T00:00:00.000,종가,185100
106,2026-07-23T00:00:00.000,종가,191100
107,2026-07-24T00:00:00.000,종가,177100
108,2026-07-27T00:00:00.000,종가,179800
109,2026-07-28T00:00:00.000,종가,158200
110,2026-07-29T00:00:00.000,종가,153400
111,2026-07-30T00:00:00.000,종가,151000
112,2026-07-31T00:00:00.000,종가,191000
113,2026-08-03T00:00:00.000,종가,178000
114,2026-08-04T00:00:00.000,종가,176400
115,2026-08-05T00:00:00.000,종가,183900
116,2026-08-06T00:00:00.000,종가,172100
117,2026-08-07T00:00:00.000,종가,170100
118,2026-08-10T00:00:00.000,종가,172000
119,2026-08-11T00:00:00.000,종가,180200
120,2026-08-12T00:00:00.000,종가,186100
121,2026-08-13T00:00:00.000,종가,187800
122,2026-08-14T00:00:00.000,종가,195600
123,2026-08-18T00:00:00.000,종가,188300
124,2026-08-19T00:00:00.000,종가,173700
125,2026-08-20T00:00:00.000,종가,191200
126,2026-08-21T00:00:00.000,종가,207000
127,2026-08-24T00:00:00.000,종가,189300
128,2026-08-25T00:00:00.000,종가,194500
129,2026-08-26T00:00:00.000,종가,196800
130,2026-08-27T00:00:00.000,종가,194300
131,2026-08-28T00:00:00.000,종가,186800
132,2026-08-31T00:00:00.000,종가,186500
133,2026-09-01T00:00:00.000,종가,190300
134,2026-09-02T00:00:00.000,종가,185500
135,2026-09-03T00:00:00.000,종가,184100
136,2026-09-04T00:00:00.000,종가,191600
137,2026-09-07T00:00:00.000,종가,199600
138,2026-09-08T00:00:00.000,종가,198400
139,2026-09-09T00:00:00.000,종가,197500
140,2026-02-12T00:00:00.000,5일 이동평균,
141,2026-02-13T00:00:00.000,5일 이동평균,
142,2026-02-19T00:00:00.000,5일 이동평균,
143,2026-02-20T00:00:00.000,5일 이동평균,
144,2026-02-23T00:00:00.000,5일 이동평균,130880
145,2026-02-24T00:00:00.000,5일 이동평균,134640
146,2026-02-25T00:00:00.000,5일 이동평균,137580
147,2026-02-26T00:00:00.000,5일 이동평균,140620
148,2026-02-27T00:00:00.000,5일 이동평균,142360
149,2026-03-03T00:00:00.000,5일 이동평균,140980
150,2026-03-04T00:00:00.000,5일 이동평균,135760
151,2026-03-05T00:00:00.000,5일 이동평균,133020
152,2026-03-06T00:00:00.000,5일 이동평균,128880
153,2026-03-09T00:00:00.000,5일 이동평균,124420
154,2026-03-10T00:00:00.000,5일 이동평균,125480
155,2026-03-11T00:00:00.000,5일 이동평균,130300
156,2026-03-12T00:00:00.000,5일 이동평균,131380
157,2026-03-13T00:00:00.000,5일 이동평균,132560
158,2026-03-16T00:00:00.000,5일 이동평균,135920
159,2026-03-17T00:00:00.000,5일 이동평균,137220
160,2026-03-18T00:00:00.000,5일 이동평균,139260
161,2026-03-19T00:00:00.000,5일 이동평균,141300
162,2026-03-20T00:00:00.000,5일 이동평균,142360
163,2026-03-23T00:00:00.000,5일 이동평균,140880
164,2026-03-24T00:00:00.000,5일 이동평균,139500
165,2026-03-25T00:00:00.000,5일 이동평균,136400
166,2026-03-26T00:00:00.000,5일 이동평균,132820
167,2026-03-27T00:00:00.000,5일 이동평균,130220
168,2026-03-30T00:00:00.000,5일 이동평균,128260
169,2026-03-31T00:00:00.000,5일 이동평균,124240
170,2026-04-01T00:00:00.000,5일 이동평균,123020
171,2026-04-02T00:00:00.000,5일 이동평균,121480
172,2026-04-03T00:00:00.000,5일 이동평균,121120
173,2026-04-06T00:00:00.000,5일 이동평균,122720
174,2026-04-07T00:00:00.000,5일 이동평균,126100
175,2026-04-08T00:00:00.000,5일 이동평균,128520
176,2026-04-09T00:00:00.000,5일 이동평균,132340
177,2026-04-10T00:00:00.000,5일 이동평균,135540
178,2026-04-13T00:00:00.000,5일 이동평균,137420
179,2026-04-14T00:00:00.000,5일 이동평균,139520
180,2026-04-15T00:00:00.000,5일 이동평균,140520
181,2026-04-16T00:00:00.000,5일 이동평균,142780
182,2026-04-17T00:00:00.000,5일 이동평균,144020
183,2026-04-20T00:00:00.000,5일 이동평균,145600
184,2026-04-21T00:00:00.000,5일 이동평균,147400
185,2026-04-22T00:00:00.000,5일 이동평균,148740
186,2026-04-23T00:00:00.000,5일 이동평균,150180
187,2026-04-24T00:00:00.000,5일 이동평균,151600
188,2026-04-27T00:00:00.000,5일 이동평균,154340
189,2026-04-28T00:00:00.000,5일 이동평균,156260
190,2026-04-29T00:00:00.000,5일 이동평균,158700
191,2026-04-30T00:00:00.000,5일 이동평균,159120
192,2026-05-04T00:00:00.000,5일 이동평균,162300
193,2026-05-06T00:00:00.000,5일 이동평균,168140
194,2026-05-07T00:00:00.000,5일 이동평균,173220
195,2026-05-08T00:00:00.000,5일 이동평균,177060
196,2026-05-11T00:00:00.000,5일 이동평균,184380
197,2026-05-12T00:00:00.000,5일 이동평균,187860
198,2026-05-13T00:00:00.000,5일 이동평균,187820
199,2026-05-14T00:00:00.000,5일 이동평균,189480
200,2026-05-15T00:00:00.000,5일 이동평균,188820
201,2026-05-18T00:00:00.000,5일 이동평균,186860
202,2026-05-19T00:00:00.000,5일 이동평균,185620
203,2026-05-20T00:00:00.000,5일 이동평균,183360
204,2026-05-21T00:00:00.000,5일 이동평균,182180
205,2026-05-22T00:00:00.000,5일 이동평균,183800
206,2026-05-26T00:00:00.000,5일 이동평균,184220
207,2026-05-27T00:00:00.000,5일 이동평균,186460
208,2026-05-28T00:00:00.000,5일 이동평균,189080
209,2026-05-29T00:00:00.000,5일 이동평균,192020
210,2026-06-01T00:00:00.000,5일 이동평균,200320
211,2026-06-02T00:00:00.000,5일 이동평균,209180
212,2026-06-04T00:00:00.000,5일 이동평균,214780
213,2026-06-05T00:00:00.000,5일 이동평균,218800
214,2026-06-08T00:00:00.000,5일 이동평균,216800
215,2026-06-09T00:00:00.000,5일 이동평균,211700
216,2026-06-10T00:00:00.000,5일 이동평균,203700
217,2026-06-11T00:00:00.000,5일 이동평균,198400
218,2026-06-12T00:00:00.000,5일 이동평균,197600
219,2026-06-15T00:00:00.000,5일 이동평균,202300
220,2026-06-16T00:00:00.000,5일 이동평균,206400
221,2026-06-17T00:00:00.000,5일 이동평균,213400
222,2026-06-18T00:00:00.000,5일 이동평균,220400
223,2026-06-19T00:00:00.000,5일 이동평균,223400
224,2026-06-22T00:00:00.000,5일 이동평균,225000
225,2026-06-23T00:00:00.000,5일 이동평균,220700
226,2026-06-24T00:00:00.000,5일 이동평균,218100
227,2026-06-25T00:00:00.000,5일 이동평균,219400
228,2026-06-26T00:00:00.000,5일 이동평균,219100
229,2026-06-29T00:00:00.000,5일 이동평균,216400
230,2026-06-30T00:00:00.000,5일 이동평균,218300
231,2026-07-01T00:00:00.000,5일 이동평균,216500
232,2026-07-02T00:00:00.000,5일 이동평균,207240
233,2026-07-03T00:00:00.000,5일 이동평균,204740
234,2026-07-06T00:00:00.000,5일 이동평균,205140
235,2026-07-07T00:00:00.000,5일 이동평균,202600
236,2026-07-08T00:00:00.000,5일 이동평균,199080
237,2026-07-09T00:00:00.000,5일 이동평균,198460
238,2026-07-10T00:00:00.000,5일 이동평균,195720
239,2026-07-13T00:00:00.000,5일 이동평균,188600
240,2026-07-14T00:00:00.000,5일 이동평균,185180
241,2026-07-15T00:00:00.000,5일 이동평균,186200
242,2026-07-16T00:00:00.000,5일 이동평균,183480
243,2026-07-20T00:00:00.000,5일 이동평균,178460
244,2026-07-21T00:00:00.000,5일 이동평균,179280
245,2026-07-22T00:00:00.000,5일 이동평균,179860
246,2026-07-23T00:00:00.000,5일 이동평균,179680
247,2026-07-24T00:00:00.000,5일 이동평균,180700
248,2026-07-27T00:00:00.000,5일 이동평균,182820
249,2026-07-28T00:00:00.000,5일 이동평균,178260
250,2026-07-29T00:00:00.000,5일 이동평균,171920
251,2026-07-30T00:00:00.000,5일 이동평균,163900
252,2026-07-31T00:00:00.000,5일 이동평균,166680
253,2026-08-03T00:00:00.000,5일 이동평균,166320
254,2026-08-04T00:00:00.000,5일 이동평균,169960
255,2026-08-05T00:00:00.000,5일 이동평균,176060
256,2026-08-06T00:00:00.000,5일 이동평균,180280
257,2026-08-07T00:00:00.000,5일 이동평균,176100
258,2026-08-10T00:00:00.000,5일 이동평균,174900
259,2026-08-11T00:00:00.000,5일 이동평균,175660
260,2026-08-12T00:00:00.000,5일 이동평균,176100
261,2026-08-13T00:00:00.000,5일 이동평균,179240
262,2026-08-14T00:00:00.000,5일 이동평균,184340
263,2026-08-18T00:00:00.000,5일 이동평균,187600
264,2026-08-19T00:00:00.000,5일 이동평균,186300
265,2026-08-20T00:00:00.000,5일 이동평균,187320
266,2026-08-21T00:00:00.000,5일 이동평균,191160
267,2026-08-24T00:00:00.000,5일 이동평균,189900
268,2026-08-25T00:00:00.000,5일 이동평균,191140
269,2026-08-26T00:00:00.000,5일 이동평균,195760
270,2026-08-27T00:00:00.000,5일 이동평균,196380
271,2026-08-28T00:00:00.000,5일 이동평균,192340
272,2026-08-31T00:00:00.000,5일 이동평균,191780
273,2026-09-01T00:00:00.000,5일 이동평균,190940
274,2026-09-02T00:00:00.000,5일 이동평균,188680
275,2026-09-03T00:00:00.000,5일 이동평균,186640
276,2026-09-04T00:00:00.000,5일 이동평균,187600
277,2026-09-07T00:00:00.000,5일 이동평균,190220
278,2026-09-08T00:00:00.000,5일 이동평균,191840
279,2026-09-09T00:00:00.000,5일 이동평균,194240
280,2026-02-12T00:00:00.000,20일 이동평균,
281,2026-02-13T00:00:00.000,20일 이동평균,
282,2026-02-19T00:00:00.000,20일 이동평균,
283,2026-02-20T00:00:00.000,20일 이동평균,
284,2026-02-23T00:00:00.000,20일 이동평균,
285,2026-02-24T00:00:00.000,20일 이동평균,
286,2026-02-25T00:00:00.000,20일 이동평균,
287,2026-02-26T00:00:00.000,20일 이동평균,
288,2026-02-27T00:00:00.000,20일 이동평균,
289,2026-03-03T00:00:00.000,20일 이동평균,
290,2026-03-04T00:00:00.000,20일 이동평균,
291,2026-03-05T00:00:00.000,20일 이동평균,
292,2026-03-06T00:00:00.000,20일 이동평균,
293,2026-03-09T00:00:00.000,20일 이동평균,
294,2026-03-10T00:00:00.000,20일 이동평균,
295,2026-03-11T00:00:00.000,20일 이동평균,
296,2026-03-12T00:00:00.000,20일 이동평균,
297,2026-03-13T00:00:00.000,20일 이동평균,
298,2026-03-16T00:00:00.000,20일 이동평균,
299,2026-03-17T00:00:00.000,20일 이동평균,133640
300,2026-03-18T00:00:00.000,20일 이동평균,134990
301,2026-03-19T00:00:00.000,20일 이동평균,135820
302,2026-03-20T00:00:00.000,20일 이동평균,136105
303,2026-03-23T00:00:00.000,20일 이동평균,135895
304,2026-03-24T00:00:00.000,20일 이동평균,135795
305,2026-03-25T00:00:00.000,20일 이동평균,135430
306,2026-03-26T00:00:00.000,20일 이동평균,134630
307,2026-03-27T00:00:00.000,20일 이동평균,133505
308,2026-03-30T00:00:00.000,20일 이동평균,132370
309,2026-03-31T00:00:00.000,20일 이동평균,131610
310,2026-04-01T00:00:00.000,20일 이동평균,132245
311,2026-04-02T00:00:00.000,20일 이동평균,131745
312,2026-04-03T00:00:00.000,20일 이동평균,131565
313,2026-04-06T00:00:00.000,20일 이동평균,131945
314,2026-04-07T00:00:00.000,20일 이동평균,131765
315,2026-04-08T00:00:00.000,20일 이동평균,131800
316,2026-04-09T00:00:00.000,20일 이동평균,131985
317,2026-04-10T00:00:00.000,20일 이동평균,132310
318,2026-04-13T00:00:00.000,20일 이동평균,132320
319,2026-04-14T00:00:00.000,20일 이동평균,132340
320,2026-04-15T00:00:00.000,20일 이동평균,132115
321,2026-04-16T00:00:00.000,20일 이동평균,132355
322,2026-04-17T00:00:00.000,20일 이동평균,132725
323,2026-04-20T00:00:00.000,20일 이동평균,133500
324,2026-04-21T00:00:00.000,20일 이동평균,134315
325,2026-04-22T00:00:00.000,20일 이동평균,135200
326,2026-04-23T00:00:00.000,20일 이동평균,136695
327,2026-04-24T00:00:00.000,20일 이동평균,138070
328,2026-04-27T00:00:00.000,20일 이동평균,140020
329,2026-04-28T00:00:00.000,20일 이동평균,142320
330,2026-04-29T00:00:00.000,20일 이동평균,144120
331,2026-04-30T00:00:00.000,20일 이동평균,146105
332,2026-05-04T00:00:00.000,20일 이동평균,148365
333,2026-05-06T00:00:00.000,20일 이동평균,151375
334,2026-05-07T00:00:00.000,20일 이동평균,154100
335,2026-05-08T00:00:00.000,20일 이동평균,156255
336,2026-05-11T00:00:00.000,20일 이동평균,159115
337,2026-05-12T00:00:00.000,20일 이동평균,161445
338,2026-05-13T00:00:00.000,20일 이동평균,163975
339,2026-05-14T00:00:00.000,20일 이동평균,166590
340,2026-05-15T00:00:00.000,20일 이동평균,168330
341,2026-05-18T00:00:00.000,20일 이동평균,170135
342,2026-05-19T00:00:00.000,20일 이동평균,171845
343,2026-05-20T00:00:00.000,20일 이동평균,173415
344,2026-05-21T00:00:00.000,20일 이동평균,175285
345,2026-05-22T00:00:00.000,20일 이동평균,177095
346,2026-05-26T00:00:00.000,20일 이동평균,178645
347,2026-05-27T00:00:00.000,20일 이동평균,180560
348,2026-05-28T00:00:00.000,20일 이동평균,182100
349,2026-05-29T00:00:00.000,20일 이동평균,184225
350,2026-06-01T00:00:00.000,20일 이동평균,187500
351,2026-06-02T00:00:00.000,20일 이동평균,191160
352,2026-06-04T00:00:00.000,20일 이동평균,193680
353,2026-06-05T00:00:00.000,20일 이동평균,194765
354,2026-06-08T00:00:00.000,20일 이동평균,195120
355,2026-06-09T00:00:00.000,20일 이동평균,196160
356,2026-06-10T00:00:00.000,20일 이동평균,195990
357,2026-06-11T00:00:00.000,20일 이동평균,196315
358,2026-06-12T00:00:00.000,20일 이동평균,197210
359,2026-06-15T00:00:00.000,20일 이동평균,198325
360,2026-06-16T00:00:00.000,20일 이동평균,200555
361,2026-06-17T00:00:00.000,20일 이동평균,202625
362,2026-06-18T00:00:00.000,20일 이동평균,205010
363,2026-06-19T00:00:00.000,20일 이동평균,207220
364,2026-06-22T00:00:00.000,20일 이동평균,209030
365,2026-06-23T00:00:00.000,20일 이동평균,209780
366,2026-06-24T00:00:00.000,20일 이동평균,211095
367,2026-06-25T00:00:00.000,20일 이동평균,213245
368,2026-06-26T00:00:00.000,20일 이동평균,214725
369,2026-06-29T00:00:00.000,20일 이동평균,215125
370,2026-06-30T00:00:00.000,20일 이동평균,214275
371,2026-07-01T00:00:00.000,20일 이동평균,212925
372,2026-07-02T00:00:00.000,20일 이동평균,211360
373,2026-07-03T00:00:00.000,20일 이동평균,211210
374,2026-07-06T00:00:00.000,20일 이동평균,212210
375,2026-07-07T00:00:00.000,20일 이동평균,212000
376,2026-07-08T00:00:00.000,20일 이동평균,211770
377,2026-07-09T00:00:00.000,20일 이동평균,211375
378,2026-07-10T00:00:00.000,20일 이동평균,210740
379,2026-07-13T00:00:00.000,20일 이동평균,208785
380,2026-07-14T00:00:00.000,20일 이동평균,206695
381,2026-07-15T00:00:00.000,20일 이동평균,204970
382,2026-07-16T00:00:00.000,20일 이동평균,202145
383,2026-07-20T00:00:00.000,20일 이동평균,199505
384,2026-07-21T00:00:00.000,20일 이동평균,197355
385,2026-07-22T00:00:00.000,20일 이동평균,196485
386,2026-07-23T00:00:00.000,20일 이동평균,195365
387,2026-07-24T00:00:00.000,20일 이동평균,192470
388,2026-07-27T00:00:00.000,20일 이동평균,190435
389,2026-07-28T00:00:00.000,20일 이동평균,187820
390,2026-07-29T00:00:00.000,20일 이동평균,184890
391,2026-07-30T00:00:00.000,20일 이동평균,182215
392,2026-07-31T00:00:00.000,20일 이동평균,182330
393,2026-08-03T00:00:00.000,20일 이동평균,180830
394,2026-08-04T00:00:00.000,20일 이동평균,179025
395,2026-08-05T00:00:00.000,20일 이동평균,178255
396,2026-08-06T00:00:00.000,20일 이동평균,177515
397,2026-08-07T00:00:00.000,20일 이동평균,176740
398,2026-08-10T00:00:00.000,20일 이동평균,175625
399,2026-08-11T00:00:00.000,20일 이동평균,175790
400,2026-08-12T00:00:00.000,20일 이동평균,175985
401,2026-08-13T00:00:00.000,20일 이동평균,175775
402,2026-08-14T00:00:00.000,20일 이동평균,176955
403,2026-08-18T00:00:00.000,20일 이동평균,177910
404,2026-08-19T00:00:00.000,20일 이동평균,177545
405,2026-08-20T00:00:00.000,20일 이동평균,177850
406,2026-08-21T00:00:00.000,20일 이동평균,178645
407,2026-08-24T00:00:00.000,20일 이동평균,179255
408,2026-08-25T00:00:00.000,20일 이동평균,179990
409,2026-08-26T00:00:00.000,20일 이동평균,181920
410,2026-08-27T00:00:00.000,20일 이동평균,183965
411,2026-08-28T00:00:00.000,20일 이동평균,185755
412,2026-08-31T00:00:00.000,20일 이동평균,185530
413,2026-09-01T00:00:00.000,20일 이동평균,186145
414,2026-09-02T00:00:00.000,20일 이동평균,186600
415,2026-09-03T00:00:00.000,20일 이동평균,186610
416,2026-09-04T00:00:00.000,20일 이동평균,187585
417,2026-09-07T00:00:00.000,20일 이동평균,189060
418,2026-09-08T00:00:00.000,20일 이동평균,190380
419,2026-09-09T00:00:00.000,20일 이동평균,191245
