종목,date,series,value
SK스퀘어,2026-03-30,종가,410000.0
SK스퀘어,2026-03-30,5일 이동평균,395100.0
SK스퀘어,2026-03-30,20일 이동평균,377325.0
SK스퀘어,2026-03-31,종가,394500.0
SK스퀘어,2026-03-31,5일 이동평균,395500.0
SK스퀘어,2026-03-31,20일 이동평균,377400.0
SK스퀘어,2026-04-01,종가,407000.0
SK스퀘어,2026-04-01,5일 이동평균,398100.0
SK스퀘어,2026-04-01,20일 이동평균,380375.0
SK스퀘어,2026-04-02,종가,404500.0
SK스퀘어,2026-04-02,5일 이동평균,402100.0
SK스퀘어,2026-04-02,20일 이동평균,382025.0
SK스퀘어,2026-04-03,종가,398500.0
SK스퀘어,2026-04-03,5일 이동평균,402900.0
SK스퀘어,2026-04-03,20일 이동평균,383075.0
SK스퀘어,2026-04-06,종가,412500.0
SK스퀘어,2026-04-06,5일 이동평균,403400.0
SK스퀘어,2026-04-06,20일 이동평균,385725.0
SK스퀘어,2026-04-07,종가,408500.0
SK스퀘어,2026-04-07,5일 이동평균,406200.0
SK스퀘어,2026-04-07,20일 이동평균,387800.0
SK스퀘어,2026-04-08,종가,406000.0
SK스퀘어,2026-04-08,5일 이동평균,406000.0
SK스퀘어,2026-04-08,20일 이동평균,389625.0
SK스퀘어,2026-04-09,종가,421000.0
SK스퀘어,2026-04-09,5일 이동평균,409300.0
SK스퀘어,2026-04-09,20일 이동평균,391475.0
SK스퀘어,2026-04-10,종가,412000.0
SK스퀘어,2026-04-10,5일 이동평균,412000.0
SK스퀘어,2026-04-10,20일 이동평균,393625.0
SK스퀘어,2026-04-13,종가,401500.0
SK스퀘어,2026-04-13,5일 이동평균,409800.0
SK스퀘어,2026-04-13,20일 이동평균,395400.0
SK스퀘어,2026-04-14,종가,400000.0
SK스퀘어,2026-04-14,5일 이동평균,408100.0
SK스퀘어,2026-04-14,20일 이동평균,396375.0
SK스퀘어,2026-04-15,종가,408000.0
SK스퀘어,2026-04-15,5일 이동평균,408500.0
SK스퀘어,2026-04-15,20일 이동평균,397600.0
SK스퀘어,2026-04-16,종가,416000.0
SK스퀘어,2026-04-16,5일 이동평균,407500.0
SK스퀘어,2026-04-16,20일 이동평균,399850.0
SK스퀘어,2026-04-17,종가,418000.0
SK스퀘어,2026-04-17,5일 이동평균,408700.0
SK스퀘어,2026-04-17,20일 이동평균,401975.0
SK스퀘어,2026-04-20,종가,429000.0
SK스퀘어,2026-04-20,5일 이동평균,414200.0
SK스퀘어,2026-04-20,20일 이동평균,405625.0
SK스퀘어,2026-04-21,종가,478000.0
SK스퀘어,2026-04-21,5일 이동평균,429800.0
SK스퀘어,2026-04-21,20일 이동평균,409900.0
SK스퀘어,2026-04-22,종가,484500.0
SK스퀘어,2026-04-22,5일 이동평균,445100.0
SK스퀘어,2026-04-22,20일 이동평균,414425.0
SK스퀘어,2026-04-23,종가,466500.0
SK스퀘어,2026-04-23,5일 이동평균,455200.0
SK스퀘어,2026-04-23,20일 이동평균,418525.0
SK스퀘어,2026-04-24,종가,481000.0
SK스퀘어,2026-04-24,5일 이동평균,467800.0
SK스퀘어,2026-04-24,20일 이동평균,422850.0
SK스퀘어,2026-04-27,종가,464000.0
SK스퀘어,2026-04-27,5일 이동평균,474800.0
SK스퀘어,2026-04-27,20일 이동평균,425550.0
SK스퀘어,2026-04-28,종가,472000.0
SK스퀘어,2026-04-28,5일 이동평균,473600.0
SK스퀘어,2026-04-28,20일 이동평균,429425.0
SK스퀘어,2026-04-29,종가,473000.0
SK스퀘어,2026-04-29,5일 이동평균,471300.0
SK스퀘어,2026-04-29,20일 이동평균,432725.0
SK스퀘어,2026-04-30,종가,460500.0
SK스퀘어,2026-04-30,5일 이동평균,470100.0
SK스퀘어,2026-04-30,20일 이동평균,435525.0
SK스퀘어,2026-05-04,종가,472000.0
SK스퀘어,2026-05-04,5일 이동평균,468300.0
SK스퀘어,2026-05-04,20일 이동평균,439200.0
SK스퀘어,2026-05-06,종가,482000.0
SK스퀘어,2026-05-06,5일 이동평균,471900.0
SK스퀘어,2026-05-06,20일 이동평균,442675.0
SK스퀘어,2026-05-07,종가,483000.0
SK스퀘어,2026-05-07,5일 이동평균,474100.0
SK스퀘어,2026-05-07,20일 이동평균,446400.0
SK스퀘어,2026-05-08,종가,476500.0
SK스퀘어,2026-05-08,5일 이동평균,474800.0
SK스퀘어,2026-05-08,20일 이동평균,449925.0
SK스퀘어,2026-05-11,종가,468000.0
SK스퀘어,2026-05-11,5일 이동평균,476300.0
SK스퀘어,2026-05-11,20일 이동평균,452275.0
SK스퀘어,2026-05-12,종가,443000.0
SK스퀘어,2026-05-12,5일 이동평균,470500.0
SK스퀘어,2026-05-12,20일 이동평균,453825.0
SK스퀘어,2026-05-13,종가,430000.0
SK스퀘어,2026-05-13,5일 이동평균,460100.0
SK스퀘어,2026-05-13,20일 이동평균,455250.0
SK스퀘어,2026-05-14,종가,442000.0
SK스퀘어,2026-05-14,5일 이동평균,451900.0
SK스퀘어,2026-05-14,20일 이동평균,457350.0
SK스퀘어,2026-05-15,종가,417000.0
SK스퀘어,2026-05-15,5일 이동평균,440000.0
SK스퀘어,2026-05-15,20일 이동평균,457800.0
SK스퀘어,2026-05-18,종가,408000.0
SK스퀘어,2026-05-18,5일 이동평균,428000.0
SK스퀘어,2026-05-18,20일 이동평균,457400.0
SK스퀘어,2026-05-19,종가,400000.0
SK스퀘어,2026-05-19,5일 이동평균,419400.0
SK스퀘어,2026-05-19,20일 이동평균,456500.0
SK스퀘어,2026-05-20,종가,384500.0
SK스퀘어,2026-05-20,5일 이동평균,410300.0
SK스퀘어,2026-05-20,20일 이동평균,454275.0
SK스퀘어,2026-05-21,종가,401000.0
SK스퀘어,2026-05-21,5일 이동평균,402100.0
SK스퀘어,2026-05-21,20일 이동평균,450425.0
SK스퀘어,2026-05-22,종가,398500.0
SK스퀘어,2026-05-22,5일 이동평균,398400.0
SK스퀘어,2026-05-22,20일 이동평균,446125.0
SK스퀘어,2026-05-26,종가,399500.0
SK스퀘어,2026-05-26,5일 이동평균,396700.0
SK스퀘어,2026-05-26,20일 이동평균,442775.0
SK스퀘어,2026-05-27,종가,383500.0
SK스퀘어,2026-05-27,5일 이동평균,393400.0
SK스퀘어,2026-05-27,20일 이동평균,437900.0
SK스퀘어,2026-05-28,종가,442000.0
SK스퀘어,2026-05-28,5일 이동평균,404900.0
SK스퀘어,2026-05-28,20일 이동평균,436800.0
SK스퀘어,2026-05-29,종가,458000.0
SK스퀘어,2026-05-29,5일 이동평균,416300.0
SK스퀘어,2026-05-29,20일 이동평균,436100.0
SK스퀘어,2026-06-01,종가,455000.0
SK스퀘어,2026-06-01,5일 이동평균,427600.0
SK스퀘어,2026-06-01,20일 이동평균,435200.0
SK스퀘어,2026-06-02,종가,442500.0
SK스퀘어,2026-06-02,5일 이동평균,436200.0
SK스퀘어,2026-06-02,20일 이동평균,434300.0
SK스퀘어,2026-06-04,종가,422000.0
SK스퀘어,2026-06-04,5일 이동평균,443900.0
SK스퀘어,2026-06-04,20일 이동평균,431800.0
SK스퀘어,2026-06-05,종가,414000.0
SK스퀘어,2026-06-05,5일 이동평균,438300.0
SK스퀘어,2026-06-05,20일 이동평균,428400.0
SK스퀘어,2026-06-08,종가,388500.0
SK스퀘어,2026-06-08,5일 이동평균,424400.0
SK스퀘어,2026-06-08,20일 이동평균,423675.0
SK스퀘어,2026-06-09,종가,396500.0
SK스퀘어,2026-06-09,5일 이동평균,412700.0
SK스퀘어,2026-06-09,20일 이동평균,419675.0
SK스퀘어,2026-06-10,종가,385500.0
SK스퀘어,2026-06-10,5일 이동평균,401300.0
SK스퀘어,2026-06-10,20일 이동평균,415550.0
SK스퀘어,2026-06-11,종가,384500.0
SK스퀘어,2026-06-11,5일 이동평균,393800.0
SK스퀘어,2026-06-11,20일 이동평균,412625.0
SK스퀘어,2026-06-12,종가,400000.0
SK스퀘어,2026-06-12,5일 이동평균,391000.0
SK스퀘어,2026-06-12,20일 이동평균,411125.0
SK스퀘어,2026-06-15,종가,420500.0
SK스퀘어,2026-06-15,5일 이동평균,397400.0
SK스퀘어,2026-06-15,20일 이동평균,410050.0
SK스퀘어,2026-06-16,종가,410500.0
SK스퀘어,2026-06-16,5일 이동평균,400200.0
SK스퀘어,2026-06-16,20일 이동평균,409725.0
SK스퀘어,2026-06-17,종가,416000.0
SK스퀘어,2026-06-17,5일 이동평균,406300.0
SK스퀘어,2026-06-17,20일 이동평균,410125.0
SK스퀘어,2026-06-18,종가,400000.0
SK스퀘어,2026-06-18,5일 이동평균,409400.0
SK스퀘어,2026-06-18,20일 이동평균,410125.0
SK스퀘어,2026-06-19,종가,404500.0
SK스퀘어,2026-06-19,5일 이동평균,410300.0
SK스퀘어,2026-06-19,20일 이동평균,411125.0
SK스퀘어,2026-06-22,종가,385500.0
SK스퀘어,2026-06-22,5일 이동평균,403300.0
SK스퀘어,2026-06-22,20일 이동평균,410350.0
SK스퀘어,2026-06-23,종가,362000.0
SK스퀘어,2026-06-23,5일 이동평균,393600.0
SK스퀘어,2026-06-23,20일 이동평균,408525.0
SK스퀘어,2026-06-24,종가,365500.0
SK스퀘어,2026-06-24,5일 이동평균,383500.0
SK스퀘어,2026-06-24,20일 이동평균,406825.0
SK스퀘어,2026-06-25,종가,352000.0
SK스퀘어,2026-06-25,5일 이동평균,373900.0
SK스퀘어,2026-06-25,20일 이동평균,405250.0
SK스퀘어,2026-06-26,종가,331500.0
SK스퀘어,2026-06-26,5일 이동평균,359300.0
SK스퀘어,2026-06-26,20일 이동평균,399725.0
SK스퀘어,2026-06-29,종가,400500.0
SK스퀘어,2026-06-29,5일 이동평균,362300.0
SK스퀘어,2026-06-29,20일 이동평균,396850.0
SK스퀘어,2026-06-30,종가,362000.0
SK스퀘어,2026-06-30,5일 이동평균,362300.0
SK스퀘어,2026-06-30,20일 이동평균,392200.0
SK스퀘어,2026-07-01,종가,348000.0
SK스퀘어,2026-07-01,5일 이동평균,358800.0
SK스퀘어,2026-07-01,20일 이동평균,387475.0
SK스퀘어,2026-07-02,종가,354000.0
SK스퀘어,2026-07-02,5일 이동평균,359200.0
SK스퀘어,2026-07-02,20일 이동평균,384075.0
SK스퀘어,2026-07-03,종가,362500.0
SK스퀘어,2026-07-03,5일 이동평균,365400.0
SK스퀘어,2026-07-03,20일 이동평균,381500.0
SK스퀘어,2026-07-06,종가,354500.0
SK스퀘어,2026-07-06,5일 이동평균,356200.0
SK스퀘어,2026-07-06,20일 이동평균,379800.0
SK스퀘어,2026-07-07,종가,332000.0
SK스퀘어,2026-07-07,5일 이동평균,350200.0
SK스퀘어,2026-07-07,20일 이동평균,376575.0
SK스퀘어,2026-07-08,종가,315500.0
SK스퀘어,2026-07-08,5일 이동평균,343700.0
SK스퀘어,2026-07-08,20일 이동평균,373075.0
SK스퀘어,2026-07-09,종가,313500.0
SK스퀘어,2026-07-09,5일 이동평균,335600.0
SK스퀘어,2026-07-09,20일 이동평균,369525.0
SK스퀘어,2026-07-10,종가,326000.0
SK스퀘어,2026-07-10,5일 이동평균,328300.0
SK스퀘어,2026-07-10,20일 이동평균,365825.0
SK스퀘어,2026-07-13,종가,328500.0
SK스퀘어,2026-07-13,5일 이동평균,323100.0
SK스퀘어,2026-07-13,20일 이동평균,361225.0
SK스퀘어,2026-07-14,종가,322000.0
SK스퀘어,2026-07-14,5일 이동평균,321100.0
SK스퀘어,2026-07-14,20일 이동평균,356800.0
SK스퀘어,2026-07-15,종가,335000.0
SK스퀘어,2026-07-15,5일 이동평균,325000.0
SK스퀘어,2026-07-15,20일 이동평균,352750.0
SK스퀘어,2026-07-16,종가,334000.0
SK스퀘어,2026-07-16,5일 이동평균,329100.0
SK스퀘어,2026-07-16,20일 이동평균,349450.0
SK스퀘어,2026-07-20,종가,317500.0
SK스퀘어,2026-07-20,5일 이동평균,327400.0
SK스퀘어,2026-07-20,20일 이동평균,345100.0
SK스퀘어,2026-07-21,종가,317000.0
SK스퀘어,2026-07-21,5일 이동평균,325100.0
SK스퀘어,2026-07-21,20일 이동평균,341675.0
SK스퀘어,2026-07-22,종가,321000.0
SK스퀘어,2026-07-22,5일 이동평균,324900.0
SK스퀘어,2026-07-22,20일 이동평균,339625.0
SK스퀘어,2026-07-23,종가,348000.0
SK스퀘어,2026-07-23,5일 이동평균,327500.0
SK스퀘어,2026-07-23,20일 이동평균,338750.0
SK스퀘어,2026-07-24,종가,329500.0
SK스퀘어,2026-07-24,5일 이동평균,326600.0
SK스퀘어,2026-07-24,20일 이동평균,337625.0
SK스퀘어,2026-07-27,종가,333000.0
SK스퀘어,2026-07-27,5일 이동평균,329700.0
SK스퀘어,2026-07-27,20일 이동평균,337700.0
SK스퀘어,2026-07-28,종가,314000.0
SK스퀘어,2026-07-28,5일 이동평균,329100.0
SK스퀘어,2026-07-28,20일 이동평균,333375.0
SK스퀘어,2026-07-29,종가,300500.0
SK스퀘어,2026-07-29,5일 이동평균,325000.0
SK스퀘어,2026-07-29,20일 이동평균,330300.0
SK스퀘어,2026-07-30,종가,320000.0
SK스퀘어,2026-07-30,5일 이동평균,319400.0
SK스퀘어,2026-07-30,20일 이동평균,328900.0
SK스퀘어,2026-07-31,종가,328000.0
SK스퀘어,2026-07-31,5일 이동평균,319100.0
SK스퀘어,2026-07-31,20일 이동평균,327600.0
SK스퀘어,2026-08-03,종가,316000.0
SK스퀘어,2026-08-03,5일 이동평균,315700.0
SK스퀘어,2026-08-03,20일 이동평균,325275.0
SK스퀘어,2026-08-04,종가,328500.0
SK스퀘어,2026-08-04,5일 이동평균,318600.0
SK스퀘어,2026-08-04,20일 이동평균,323975.0
SK스퀘어,2026-08-05,종가,335500.0
SK스퀘어,2026-08-05,5일 이동평균,325600.0
SK스퀘어,2026-08-05,20일 이동평균,324150.0
SK스퀘어,2026-08-06,종가,345000.0
SK스퀘어,2026-08-06,5일 이동평균,330600.0
SK스퀘어,2026-08-06,20일 이동평균,325625.0
SK스퀘어,2026-08-07,종가,360000.0
SK스퀘어,2026-08-07,5일 이동평균,337000.0
SK스퀘어,2026-08-07,20일 이동평균,327950.0
SK스퀘어,2026-08-10,종가,367500.0
SK스퀘어,2026-08-10,5일 이동평균,347300.0
SK스퀘어,2026-08-10,20일 이동평균,330025.0
SK스퀘어,2026-08-11,종가,354500.0
SK스퀘어,2026-08-11,5일 이동평균,352500.0
SK스퀘어,2026-08-11,20일 이동평균,331325.0
SK스퀘어,2026-08-12,종가,358500.0
SK스퀘어,2026-08-12,5일 이동평균,357100.0
SK스퀘어,2026-08-12,20일 이동평균,333150.0
SK스퀘어,2026-08-13,종가,365500.0
SK스퀘어,2026-08-13,5일 이동평균,361200.0
SK스퀘어,2026-08-13,20일 이동평균,334675.0
SK스퀘어,2026-08-14,종가,369500.0
SK스퀘어,2026-08-14,5일 이동평균,363100.0
SK스퀘어,2026-08-14,20일 이동평균,336450.0
SK스퀘어,2026-08-18,종가,351000.0
SK스퀘어,2026-08-18,5일 이동평균,359800.0
SK스퀘어,2026-08-18,20일 이동평균,338125.0
SK스퀘어,2026-08-19,종가,357500.0
SK스퀘어,2026-08-19,5일 이동평균,360400.0
SK스퀘어,2026-08-19,20일 이동평균,340150.0
SK스퀘어,2026-08-20,종가,358000.0
SK스퀘어,2026-08-20,5일 이동평균,360300.0
SK스퀘어,2026-08-20,20일 이동평균,342000.0
SK스퀘어,2026-08-21,종가,343500.0
SK스퀘어,2026-08-21,5일 이동평균,355900.0
SK스퀘어,2026-08-21,20일 이동평균,341775.0
SK스퀘어,2026-08-24,종가,362000.0
SK스퀘어,2026-08-24,5일 이동평균,354400.0
SK스퀘어,2026-08-24,20일 이동평균,343400.0
SK스퀘어,2026-08-25,종가,349500.0
SK스퀘어,2026-08-25,5일 이동평균,354100.0
SK스퀘어,2026-08-25,20일 이동평균,344225.0
SK스퀘어,2026-08-26,종가,351000.0
SK스퀘어,2026-08-26,5일 이동평균,352800.0
SK스퀘어,2026-08-26,20일 이동평균,346075.0
SK스퀘어,2026-08-27,종가,370500.0
SK스퀘어,2026-08-27,5일 이동평균,355300.0
SK스퀘어,2026-08-27,20일 이동평균,349575.0
SK스퀘어,2026-08-28,종가,370000.0
SK스퀘어,2026-08-28,5일 이동평균,360600.0
SK스퀘어,2026-08-28,20일 이동평균,352075.0
SK스퀘어,2026-08-31,종가,378000.0
SK스퀘어,2026-08-31,5일 이동평균,363800.0
SK스퀘어,2026-08-31,20일 이동평균,354575.0
SK스퀘어,2026-09-01,종가,367000.0
SK스퀘어,2026-09-01,5일 이동평균,367300.0
SK스퀘어,2026-09-01,20일 이동평균,357125.0
SK스퀘어,2026-09-02,종가,347500.0
SK스퀘어,2026-09-02,5일 이동평균,366600.0
SK스퀘어,2026-09-02,20일 이동평균,358075.0
SK스퀘어,2026-09-03,종가,365500.0
SK스퀘어,2026-09-03,5일 이동평균,365600.0
SK스퀘어,2026-09-03,20일 이동평균,359575.0
SK스퀘어,2026-09-04,종가,358500.0
SK스퀘어,2026-09-04,5일 이동평균,363300.0
SK스퀘어,2026-09-04,20일 이동평균,360250.0
SK스퀘어,2026-09-07,종가,362500.0
SK스퀘어,2026-09-07,5일 이동평균,360200.0
SK스퀘어,2026-09-07,20일 이동평균,360375.0
SK스퀘어,2026-09-08,종가,348500.0
SK스퀘어,2026-09-08,5일 이동평균,356500.0
SK스퀘어,2026-09-08,20일 이동평균,359425.0
SK스퀘어,2026-09-09,종가,371000.0
SK스퀘어,2026-09-09,5일 이동평균,361200.0
SK스퀘어,2026-09-09,20일 이동평균,360250.0
SK하이닉스,2026-02-12,종가,888000.0
SK하이닉스,2026-02-12,5일 이동평균,
SK하이닉스,2026-02-12,20일 이동평균,
SK하이닉스,2026-02-13,종가,880000.0
SK하이닉스,2026-02-13,5일 이동평균,
SK하이닉스,2026-02-13,20일 이동평균,
SK하이닉스,2026-02-19,종가,894000.0
SK하이닉스,2026-02-19,5일 이동평균,
SK하이닉스,2026-02-19,20일 이동평균,
SK하이닉스,2026-02-20,종가,949000.0
SK하이닉스,2026-02-20,5일 이동평균,
SK하이닉스,2026-02-20,20일 이동평균,
SK하이닉스,2026-02-23,종가,951000.0
SK하이닉스,2026-02-23,5일 이동평균,912400.0
SK하이닉스,2026-02-23,20일 이동평균,
SK하이닉스,2026-02-24,종가,1005000.0
SK하이닉스,2026-02-24,5일 이동평균,935800.0
SK하이닉스,2026-02-24,20일 이동평균,
SK하이닉스,2026-02-25,종가,1018000.0
SK하이닉스,2026-02-25,5일 이동평균,963400.0
SK하이닉스,2026-02-25,20일 이동평균,
SK하이닉스,2026-02-26,종가,1099000.0
SK하이닉스,2026-02-26,5일 이동평균,1004400.0
SK하이닉스,2026-02-26,20일 이동평균,
SK하이닉스,2026-02-27,종가,1061000.0
SK하이닉스,2026-02-27,5일 이동평균,1026800.0
SK하이닉스,2026-02-27,20일 이동평균,
SK하이닉스,2026-03-03,종가,939000.0
SK하이닉스,2026-03-03,5일 이동평균,1024400.0
SK하이닉스,2026-03-03,20일 이동평균,
SK하이닉스,2026-03-04,종가,849000.0
SK하이닉스,2026-03-04,5일 이동평균,993200.0
SK하이닉스,2026-03-04,20일 이동평균,
SK하이닉스,2026-03-05,종가,941000.0
SK하이닉스,2026-03-05,5일 이동평균,977800.0
SK하이닉스,2026-03-05,20일 이동평균,
SK하이닉스,2026-03-06,종가,924000.0
SK하이닉스,2026-03-06,5일 이동평균,942800.0
SK하이닉스,2026-03-06,20일 이동평균,
SK하이닉스,2026-03-09,종가,836000.0
SK하이닉스,2026-03-09,5일 이동평균,897800.0
SK하이닉스,2026-03-09,20일 이동평균,
SK하이닉스,2026-03-10,종가,938000.0
SK하이닉스,2026-03-10,5일 이동평균,897600.0
SK하이닉스,2026-03-10,20일 이동평균,
SK하이닉스,2026-03-11,종가,955000.0
SK하이닉스,2026-03-11,5일 이동평균,918800.0
SK하이닉스,2026-03-11,20일 이동평균,
SK하이닉스,2026-03-12,종가,930000.0
SK하이닉스,2026-03-12,5일 이동평균,916600.0
SK하이닉스,2026-03-12,20일 이동평균,
SK하이닉스,2026-03-13,종가,910000.0
SK하이닉스,2026-03-13,5일 이동평균,913800.0
SK하이닉스,2026-03-13,20일 이동평균,
SK하이닉스,2026-03-16,종가,974000.0
SK하이닉스,2026-03-16,5일 이동평균,941400.0
SK하이닉스,2026-03-16,20일 이동평균,
SK하이닉스,2026-03-17,종가,970000.0
SK하이닉스,2026-03-17,5일 이동평균,947800.0
SK하이닉스,2026-03-17,20일 이동평균,945550.0
SK하이닉스,2026-03-18,종가,1056000.0
SK하이닉스,2026-03-18,5일 이동평균,968000.0
SK하이닉스,2026-03-18,20일 이동평균,953950.0
SK하이닉스,2026-03-19,종가,1013000.0
SK하이닉스,2026-03-19,5일 이동평균,984600.0
SK하이닉스,2026-03-19,20일 이동평균,960600.0
SK하이닉스,2026-03-20,종가,1007000.0
SK하이닉스,2026-03-20,5일 이동평균,1004000.0
SK하이닉스,2026-03-20,20일 이동평균,966250.0
SK하이닉스,2026-03-23,종가,933000.0
SK하이닉스,2026-03-23,5일 이동평균,995800.0
SK하이닉스,2026-03-23,20일 이동평균,965450.0
SK하이닉스,2026-03-24,종가,986000.0
SK하이닉스,2026-03-24,5일 이동평균,999000.0
SK하이닉스,2026-03-24,20일 이동평균,967200.0
SK하이닉스,2026-03-25,종가,995000.0
SK하이닉스,2026-03-25,5일 이동평균,986800.0
SK하이닉스,2026-03-25,20일 이동평균,966700.0
SK하이닉스,2026-03-26,종가,933000.0
SK하이닉스,2026-03-26,5일 이동평균,970800.0
SK하이닉스,2026-03-26,20일 이동평균,962450.0
SK하이닉스,2026-03-27,종가,922000.0
SK하이닉스,2026-03-27,5일 이동평균,953800.0
SK하이닉스,2026-03-27,20일 이동평균,953600.0
SK하이닉스,2026-03-30,종가,873000.0
SK하이닉스,2026-03-30,5일 이동평균,941800.0
SK하이닉스,2026-03-30,20일 이동평균,944200.0
SK하이닉스,2026-03-31,종가,807000.0
SK하이닉스,2026-03-31,5일 이동평균,906000.0
SK하이닉스,2026-03-31,20일 이동평균,937600.0
SK하이닉스,2026-04-01,종가,893000.0
SK하이닉스,2026-04-01,5일 이동평균,885600.0
SK하이닉스,2026-04-01,20일 이동평균,939800.0
SK하이닉스,2026-04-02,종가,830000.0
SK하이닉스,2026-04-02,5일 이동평균,865000.0
SK하이닉스,2026-04-02,20일 이동평균,934250.0
SK하이닉스,2026-04-03,종가,876000.0
SK하이닉스,2026-04-03,5일 이동평균,855800.0
SK하이닉스,2026-04-03,20일 이동평균,931850.0
SK하이닉스,2026-04-06,종가,886000.0
SK하이닉스,2026-04-06,5일 이동평균,858400.0
SK하이닉스,2026-04-06,20일 이동평균,934350.0
SK하이닉스,2026-04-07,종가,916000.0
SK하이닉스,2026-04-07,5일 이동평균,880200.0
SK하이닉스,2026-04-07,20일 이동평균,933250.0
SK하이닉스,2026-04-08,종가,1033000.0
SK하이닉스,2026-04-08,5일 이동평균,908200.0
SK하이닉스,2026-04-08,20일 이동평균,937150.0
SK하이닉스,2026-04-09,종가,998000.0
SK하이닉스,2026-04-09,5일 이동평균,941800.0
SK하이닉스,2026-04-09,20일 이동평균,940550.0
SK하이닉스,2026-04-10,종가,1027000.0
SK하이닉스,2026-04-10,5일 이동평균,972000.0
SK하이닉스,2026-04-10,20일 이동평균,946400.0
SK하이닉스,2026-04-13,종가,1040000.0
SK하이닉스,2026-04-13,5일 이동평균,1002800.0
SK하이닉스,2026-04-13,20일 이동평균,949700.0
SK하이닉스,2026-04-14,종가,1103000.0
SK하이닉스,2026-04-14,5일 이동평균,1040200.0
SK하이닉스,2026-04-14,20일 이동평균,956350.0
SK하이닉스,2026-04-15,종가,1136000.0
SK하이닉스,2026-04-15,5일 이동평균,1060800.0
SK하이닉스,2026-04-15,20일 이동평균,960350.0
SK하이닉스,2026-04-16,종가,1155000.0
SK하이닉스,2026-04-16,5일 이동평균,1092200.0
SK하이닉스,2026-04-16,20일 이동평균,967450.0
SK하이닉스,2026-04-17,종가,1128000.0
SK하이닉스,2026-04-17,5일 이동평균,1112400.0
SK하이닉스,2026-04-17,20일 이동평균,973500.0
SK하이닉스,2026-04-20,종가,1166000.0
SK하이닉스,2026-04-20,5일 이동평균,1137600.0
SK하이닉스,2026-04-20,20일 이동평균,985150.0
SK하이닉스,2026-04-21,종가,1224000.0
SK하이닉스,2026-04-21,5일 이동평균,1161800.0
SK하이닉스,2026-04-21,20일 이동평균,997050.0
SK하이닉스,2026-04-22,종가,1223000.0
SK하이닉스,2026-04-22,5일 이동평균,1179200.0
SK하이닉스,2026-04-22,20일 이동평균,1008450.0
SK하이닉스,2026-04-23,종가,1225000.0
SK하이닉스,2026-04-23,5일 이동평균,1193200.0
SK하이닉스,2026-04-23,20일 이동평균,1023050.0
SK하이닉스,2026-04-24,종가,1222000.0
SK하이닉스,2026-04-24,5일 이동평균,1212000.0
SK하이닉스,2026-04-24,20일 이동평균,1038050.0
SK하이닉스,2026-04-27,종가,1292000.0
SK하이닉스,2026-04-27,5일 이동평균,1237200.0
SK하이닉스,2026-04-27,20일 이동평균,1059000.0
SK하이닉스,2026-04-28,종가,1300000.0
SK하이닉스,2026-04-28,5일 이동평균,1252400.0
SK하이닉스,2026-04-28,20일 이동평균,1083650.0
SK하이닉스,2026-04-29,종가,1293000.0
SK하이닉스,2026-04-29,5일 이동평균,1266400.0
SK하이닉스,2026-04-29,20일 이동평균,1103650.0
SK하이닉스,2026-04-30,종가,1286000.0
SK하이닉스,2026-04-30,5일 이동평균,1278600.0
SK하이닉스,2026-04-30,20일 이동평균,1126450.0
SK하이닉스,2026-05-04,종가,1447000.0
SK하이닉스,2026-05-04,5일 이동평균,1323600.0
SK하이닉스,2026-05-04,20일 이동평균,1155000.0
SK하이닉스,2026-05-06,종가,1601000.0
SK하이닉스,2026-05-06,5일 이동평균,1385400.0
SK하이닉스,2026-05-06,20일 이동평균,1190750.0
SK하이닉스,2026-05-07,종가,1654000.0
SK하이닉스,2026-05-07,5일 이동평균,1456200.0
SK하이닉스,2026-05-07,20일 이동평균,1227650.0
SK하이닉스,2026-05-08,종가,1686000.0
SK하이닉스,2026-05-08,5일 이동평균,1534800.0
SK하이닉스,2026-05-08,20일 이동평균,1260300.0
SK하이닉스,2026-05-11,종가,1880000.0
SK하이닉스,2026-05-11,5일 이동평균,1653600.0
SK하이닉스,2026-05-11,20일 이동평균,1304400.0
SK하이닉스,2026-05-12,종가,1835000.0
SK하이닉스,2026-05-12,5일 이동평균,1731200.0
SK하이닉스,2026-05-12,20일 이동평균,1344800.0
SK하이닉스,2026-05-13,종가,1976000.0
SK하이닉스,2026-05-13,5일 이동평균,1806200.0
SK하이닉스,2026-05-13,20일 이동평균,1391600.0
SK하이닉스,2026-05-14,종가,1970000.0
SK하이닉스,2026-05-14,5일 이동평균,1869400.0
SK하이닉스,2026-05-14,20일 이동평균,1434950.0
SK하이닉스,2026-05-15,종가,1819000.0
SK하이닉스,2026-05-15,5일 이동평균,1896000.0
SK하이닉스,2026-05-15,20일 이동평균,1469100.0
SK하이닉스,2026-05-18,종가,1840000.0
SK하이닉스,2026-05-18,5일 이동평균,1888000.0
SK하이닉스,2026-05-18,20일 이동평균,1503350.0
SK하이닉스,2026-05-19,종가,1745000.0
SK하이닉스,2026-05-19,5일 이동평균,1870000.0
SK하이닉스,2026-05-19,20일 이동평균,1534200.0
SK하이닉스,2026-05-20,종가,1745000.0
SK하이닉스,2026-05-20,5일 이동평균,1823800.0
SK하이닉스,2026-05-20,20일 이동평균,1563150.0
SK하이닉스,2026-05-21,종가,1940000.0
SK하이닉스,2026-05-21,5일 이동평균,1817800.0
SK하이닉스,2026-05-21,20일 이동평균,1598950.0
