종목,date,series,value
SK하이닉스,2026-05-22,종가,1941000.0
SK하이닉스,2026-05-22,5일 이동평균,1842200.0
SK하이닉스,2026-05-22,20일 이동평균,1634850.0
SK하이닉스,2026-05-26,종가,2052000.0
SK하이닉스,2026-05-26,5일 이동평균,1884600.0
SK하이닉스,2026-05-26,20일 이동평균,1676200.0
SK하이닉스,2026-05-27,종가,2243000.0
SK하이닉스,2026-05-27,5일 이동평균,1984200.0
SK하이닉스,2026-05-27,20일 이동평균,1727250.0
SK하이닉스,2026-05-28,종가,2289000.0
SK하이닉스,2026-05-28,5일 이동평균,2093000.0
SK하이닉스,2026-05-28,20일 이동평균,1777100.0
SK하이닉스,2026-05-29,종가,2333000.0
SK하이닉스,2026-05-29,5일 이동평균,2171600.0
SK하이닉스,2026-05-29,20일 이동평균,1828750.0
SK하이닉스,2026-06-01,종가,2363000.0
SK하이닉스,2026-06-01,5일 이동평균,2256000.0
SK하이닉스,2026-06-01,20일 이동평균,1882250.0
SK하이닉스,2026-06-02,종가,2360000.0
SK하이닉스,2026-06-02,5일 이동평균,2317600.0
SK하이닉스,2026-06-02,20일 이동평균,1935950.0
SK하이닉스,2026-06-04,종가,2298000.0
SK하이닉스,2026-06-04,5일 이동평균,2328600.0
SK하이닉스,2026-06-04,20일 이동평균,1978500.0
SK하이닉스,2026-06-05,종가,2070000.0
SK하이닉스,2026-06-05,5일 이동평균,2284800.0
SK하이닉스,2026-06-05,20일 이동평균,2001950.0
SK하이닉스,2026-06-08,종가,1911000.0
SK하이닉스,2026-06-08,5일 이동평균,2200400.0
SK하이닉스,2026-06-08,20일 이동평균,2014800.0
SK하이닉스,2026-06-09,종가,2215000.0
SK하이닉스,2026-06-09,5일 이동평균,2170800.0
SK하이닉스,2026-06-09,20일 이동평균,2041250.0
SK하이닉스,2026-06-10,종가,2048000.0
SK하이닉스,2026-06-10,5일 이동평균,2108400.0
SK하이닉스,2026-06-10,20일 이동평균,2049650.0
SK하이닉스,2026-06-11,종가,2101000.0
SK하이닉스,2026-06-11,5일 이동평균,2069000.0
SK하이닉스,2026-06-11,20일 이동평균,2062950.0
SK하이닉스,2026-06-12,종가,2150000.0
SK하이닉스,2026-06-12,5일 이동평균,2085000.0
SK하이닉스,2026-06-12,20일 이동평균,2071650.0
SK하이닉스,2026-06-15,종가,2288000.0
SK하이닉스,2026-06-15,5일 이동평균,2160400.0
SK하이닉스,2026-06-15,20일 이동평균,2087550.0
SK하이닉스,2026-06-16,종가,2382000.0
SK하이닉스,2026-06-16,5일 이동평균,2193800.0
SK하이닉스,2026-06-16,20일 이동평균,2115700.0
SK하이닉스,2026-06-17,종가,2521000.0
SK하이닉스,2026-06-17,5일 이동평균,2288400.0
SK하이닉스,2026-06-17,20일 이동평균,2149750.0
SK하이닉스,2026-06-18,종가,2685000.0
SK하이닉스,2026-06-18,5일 이동평균,2405200.0
SK하이닉스,2026-06-18,20일 이동평균,2196750.0
SK하이닉스,2026-06-19,종가,2764000.0
SK하이닉스,2026-06-19,5일 이동평균,2528000.0
SK하이닉스,2026-06-19,20일 이동평균,2247700.0
SK하이닉스,2026-06-22,종가,2919000.0
SK하이닉스,2026-06-22,5일 이동평균,2654200.0
SK하이닉스,2026-06-22,20일 이동평균,2296650.0
SK하이닉스,2026-06-23,종가,2555000.0
SK하이닉스,2026-06-23,5일 이동평균,2688800.0
SK하이닉스,2026-06-23,20일 이동평균,2327350.0
SK하이닉스,2026-06-24,종가,2580000.0
SK하이닉스,2026-06-24,5일 이동평균,2700600.0
SK하이닉스,2026-06-24,20일 이동평균,2353750.0
SK하이닉스,2026-06-25,종가,2917000.0
SK하이닉스,2026-06-25,5일 이동평균,2747000.0
SK하이닉스,2026-06-25,20일 이동평균,2387450.0
SK하이닉스,2026-06-26,종가,2673000.0
SK하이닉스,2026-06-26,5일 이동평균,2728800.0
SK하이닉스,2026-06-26,20일 이동평균,2406650.0
SK하이닉스,2026-06-29,종가,2628000.0
SK하이닉스,2026-06-29,5일 이동평균,2670600.0
SK하이닉스,2026-06-29,20일 이동평균,2421400.0
SK하이닉스,2026-06-30,종가,2650000.0
SK하이닉스,2026-06-30,5일 이동평균,2689600.0
SK하이닉스,2026-06-30,20일 이동평균,2435750.0
SK하이닉스,2026-07-01,종가,2560000.0
SK하이닉스,2026-07-01,5일 이동평균,2685600.0
SK하이닉스,2026-07-01,20일 이동평균,2445750.0
SK하이닉스,2026-07-02,종가,2187000.0
SK하이닉스,2026-07-02,5일 이동평균,2539600.0
SK하이닉스,2026-07-02,20일 이동평균,2440200.0
SK하이닉스,2026-07-03,종가,2425000.0
SK하이닉스,2026-07-03,5일 이동평균,2490000.0
SK하이닉스,2026-07-03,20일 이동평균,2457950.0
SK하이닉스,2026-07-06,종가,2343000.0
SK하이닉스,2026-07-06,5일 이동평균,2433000.0
SK하이닉스,2026-07-06,20일 이동평균,2479550.0
SK하이닉스,2026-07-07,종가,2201000.0
SK하이닉스,2026-07-07,5일 이동평균,2343200.0
SK하이닉스,2026-07-07,20일 이동평균,2478850.0
SK하이닉스,2026-07-08,종가,2076000.0
SK하이닉스,2026-07-08,5일 이동평균,2246400.0
SK하이닉스,2026-07-08,20일 이동평균,2480250.0
SK하이닉스,2026-07-09,종가,2186000.0
SK하이닉스,2026-07-09,5일 이동평균,2246200.0
SK하이닉스,2026-07-09,20일 이동평균,2484500.0
SK하이닉스,2026-07-10,종가,2180000.0
SK하이닉스,2026-07-10,5일 이동평균,2197200.0
SK하이닉스,2026-07-10,20일 이동평균,2486000.0
SK하이닉스,2026-07-13,종가,1845000.0
SK하이닉스,2026-07-13,5일 이동평균,2097600.0
SK하이닉스,2026-07-13,20일 이동평균,2463850.0
SK하이닉스,2026-07-14,종가,1913000.0
SK하이닉스,2026-07-14,5일 이동평균,2040000.0
SK하이닉스,2026-07-14,20일 이동평균,2440400.0
SK하이닉스,2026-07-15,종가,2082000.0
SK하이닉스,2026-07-15,5일 이동평균,2041200.0
SK하이닉스,2026-07-15,20일 이동평균,2418450.0
SK하이닉스,2026-07-16,종가,1842000.0
SK하이닉스,2026-07-16,5일 이동평균,1972400.0
SK하이닉스,2026-07-16,20일 이동평균,2376300.0
SK하이닉스,2026-07-20,종가,1764000.0
SK하이닉스,2026-07-20,5일 이동평균,1889200.0
SK하이닉스,2026-07-20,20일 이동평균,2326300.0
SK하이닉스,2026-07-21,종가,1836000.0
SK하이닉스,2026-07-21,5일 이동평균,1887400.0
SK하이닉스,2026-07-21,20일 이동평균,2272150.0
SK하이닉스,2026-07-22,종가,1830000.0
SK하이닉스,2026-07-22,5일 이동평균,1870800.0
SK하이닉스,2026-07-22,20일 이동평균,2235900.0
SK하이닉스,2026-07-23,종가,1919000.0
SK하이닉스,2026-07-23,5일 이동평균,1838200.0
SK하이닉스,2026-07-23,20일 이동평균,2202850.0
SK하이닉스,2026-07-24,종가,1759000.0
SK하이닉스,2026-07-24,5일 이동평균,1821600.0
SK하이닉스,2026-07-24,20일 이동평균,2144950.0
SK하이닉스,2026-07-27,종가,1816000.0
SK하이닉스,2026-07-27,5일 이동평균,1832000.0
SK하이닉스,2026-07-27,20일 이동평균,2102100.0
SK하이닉스,2026-07-28,종가,1550000.0
SK하이닉스,2026-07-28,5일 이동평균,1774800.0
SK하이닉스,2026-07-28,20일 이동평균,2048200.0
SK하이닉스,2026-07-29,종가,1401000.0
SK하이닉스,2026-07-29,5일 이동평균,1689000.0
SK하이닉스,2026-07-29,20일 이동평균,1985750.0
SK하이닉스,2026-07-30,종가,1322000.0
SK하이닉스,2026-07-30,5일 이동평균,1569600.0
SK하이닉스,2026-07-30,20일 이동평균,1923850.0
SK하이닉스,2026-07-31,종가,1718000.0
SK하이닉스,2026-07-31,5일 이동평균,1561400.0
SK하이닉스,2026-07-31,20일 이동평균,1900400.0
SK하이닉스,2026-08-03,종가,1567000.0
SK하이닉스,2026-08-03,5일 이동평균,1511600.0
SK하이닉스,2026-08-03,20일 이동평균,1857500.0
SK하이닉스,2026-08-04,종가,1577000.0
SK하이닉스,2026-08-04,5일 이동평균,1517000.0
SK하이닉스,2026-08-04,20일 이동평균,1819200.0
SK하이닉스,2026-08-05,종가,1668000.0
SK하이닉스,2026-08-05,5일 이동평균,1570400.0
SK하이닉스,2026-08-05,20일 이동평균,1792550.0
SK하이닉스,2026-08-06,종가,1495000.0
SK하이닉스,2026-08-06,5일 이동평균,1605000.0
SK하이닉스,2026-08-06,20일 이동평균,1763500.0
SK하이닉스,2026-08-07,종가,1422000.0
SK하이닉스,2026-08-07,5일 이동평균,1545800.0
SK하이닉스,2026-08-07,20일 이동평균,1725300.0
SK하이닉스,2026-08-10,종가,1420000.0
SK하이닉스,2026-08-10,5일 이동평균,1516400.0
SK하이닉스,2026-08-10,20일 이동평균,1687300.0
SK하이닉스,2026-08-11,종가,1425000.0
SK하이닉스,2026-08-11,5일 이동평균,1486000.0
SK하이닉스,2026-08-11,20일 이동평균,1666300.0
SK하이닉스,2026-08-12,종가,1504000.0
SK하이닉스,2026-08-12,5일 이동평균,1453200.0
SK하이닉스,2026-08-12,20일 이동평균,1645850.0
SK하이닉스,2026-08-13,종가,1593000.0
SK하이닉스,2026-08-13,5일 이동평균,1472800.0
SK하이닉스,2026-08-13,20일 이동평균,1621400.0
SK하이닉스,2026-08-14,종가,1645000.0
SK하이닉스,2026-08-14,5일 이동평균,1517400.0
SK하이닉스,2026-08-14,20일 이동평균,1611550.0
SK하이닉스,2026-08-18,종가,1662000.0
SK하이닉스,2026-08-18,5일 이동평균,1565800.0
SK하이닉스,2026-08-18,20일 이동평균,1606450.0
SK하이닉스,2026-08-19,종가,1500000.0
SK하이닉스,2026-08-19,5일 이동평균,1580800.0
SK하이닉스,2026-08-19,20일 이동평균,1589650.0
SK하이닉스,2026-08-20,종가,1691000.0
SK하이닉스,2026-08-20,5일 이동평균,1618200.0
SK하이닉스,2026-08-20,20일 이동평균,1582700.0
SK하이닉스,2026-08-21,종가,1730000.0
SK하이닉스,2026-08-21,5일 이동평균,1645600.0
SK하이닉스,2026-08-21,20일 이동평균,1573250.0
SK하이닉스,2026-08-24,종가,1671000.0
SK하이닉스,2026-08-24,5일 이동평균,1650800.0
SK하이닉스,2026-08-24,20일 이동평균,1568850.0
SK하이닉스,2026-08-25,종가,1678000.0
SK하이닉스,2026-08-25,5일 이동평균,1654000.0
SK하이닉스,2026-08-25,20일 이동평균,1561950.0
SK하이닉스,2026-08-26,종가,1688000.0
SK하이닉스,2026-08-26,5일 이동평균,1691600.0
SK하이닉스,2026-08-26,20일 이동평균,1568850.0
SK하이닉스,2026-08-27,종가,1730000.0
SK하이닉스,2026-08-27,5일 이동평균,1699400.0
SK하이닉스,2026-08-27,20일 이동평균,1585300.0
SK하이닉스,2026-08-28,종가,1653000.0
SK하이닉스,2026-08-28,5일 이동평균,1684000.0
SK하이닉스,2026-08-28,20일 이동평균,1601850.0
SK하이닉스,2026-08-31,종가,1674000.0
SK하이닉스,2026-08-31,5일 이동평균,1684600.0
SK하이닉스,2026-08-31,20일 이동평균,1599650.0
SK하이닉스,2026-09-01,종가,1693000.0
SK하이닉스,2026-09-01,5일 이동평균,1687600.0
SK하이닉스,2026-09-01,20일 이동평균,1605950.0
SK하이닉스,2026-09-02,종가,1613000.0
SK하이닉스,2026-09-02,5일 이동평균,1672600.0
SK하이닉스,2026-09-02,20일 이동평균,1607750.0
SK하이닉스,2026-09-03,종가,1596000.0
SK하이닉스,2026-09-03,5일 이동평균,1645800.0
SK하이닉스,2026-09-03,20일 이동평균,1604150.0
SK하이닉스,2026-09-04,종가,1647000.0
SK하이닉스,2026-09-04,5일 이동평균,1644600.0
SK하이닉스,2026-09-04,20일 이동평균,1611750.0
SK하이닉스,2026-09-07,종가,1783000.0
SK하이닉스,2026-09-07,5일 이동평균,1666400.0
SK하이닉스,2026-09-07,20일 이동평균,1629800.0
SK하이닉스,2026-09-08,종가,1793000.0
SK하이닉스,2026-09-08,5일 이동평균,1686400.0
SK하이닉스,2026-09-08,20일 이동평균,1648450.0
SK하이닉스,2026-09-09,종가,1856000.0
SK하이닉스,2026-09-09,5일 이동평균,1735000.0
SK하이닉스,2026-09-09,20일 이동평균,1670000.0
삼성전자,2026-02-12,종가,178600.0
삼성전자,2026-02-12,5일 이동평균,
삼성전자,2026-02-12,20일 이동평균,
삼성전자,2026-02-13,종가,181200.0
삼성전자,2026-02-13,5일 이동평균,
삼성전자,2026-02-13,20일 이동평균,
삼성전자,2026-02-19,종가,190000.0
삼성전자,2026-02-19,5일 이동평균,
삼성전자,2026-02-19,20일 이동평균,
삼성전자,2026-02-20,종가,190100.0
삼성전자,2026-02-20,5일 이동평균,
삼성전자,2026-02-20,20일 이동평균,
삼성전자,2026-02-23,종가,193000.0
삼성전자,2026-02-23,5일 이동평균,186580.0
삼성전자,2026-02-23,20일 이동평균,
삼성전자,2026-02-24,종가,200000.0
삼성전자,2026-02-24,5일 이동평균,190860.0
삼성전자,2026-02-24,20일 이동평균,
삼성전자,2026-02-25,종가,203500.0
삼성전자,2026-02-25,5일 이동평균,195320.0
삼성전자,2026-02-25,20일 이동평균,
삼성전자,2026-02-26,종가,218000.0
삼성전자,2026-02-26,5일 이동평균,200920.0
삼성전자,2026-02-26,20일 이동평균,
삼성전자,2026-02-27,종가,216500.0
삼성전자,2026-02-27,5일 이동평균,206200.0
삼성전자,2026-02-27,20일 이동평균,
삼성전자,2026-03-03,종가,195100.0
삼성전자,2026-03-03,5일 이동평균,206620.0
삼성전자,2026-03-03,20일 이동평균,
삼성전자,2026-03-04,종가,172200.0
삼성전자,2026-03-04,5일 이동평균,201060.0
삼성전자,2026-03-04,20일 이동평균,
삼성전자,2026-03-05,종가,191600.0
삼성전자,2026-03-05,5일 이동평균,198680.0
삼성전자,2026-03-05,20일 이동평균,
삼성전자,2026-03-06,종가,188200.0
삼성전자,2026-03-06,5일 이동평균,192720.0
삼성전자,2026-03-06,20일 이동평균,
삼성전자,2026-03-09,종가,173500.0
삼성전자,2026-03-09,5일 이동평균,184120.0
삼성전자,2026-03-09,20일 이동평균,
삼성전자,2026-03-10,종가,187900.0
삼성전자,2026-03-10,5일 이동평균,182680.0
삼성전자,2026-03-10,20일 이동평균,
삼성전자,2026-03-11,종가,190000.0
삼성전자,2026-03-11,5일 이동평균,186240.0
삼성전자,2026-03-11,20일 이동평균,
삼성전자,2026-03-12,종가,187900.0
삼성전자,2026-03-12,5일 이동평균,185500.0
삼성전자,2026-03-12,20일 이동평균,
삼성전자,2026-03-13,종가,183500.0
삼성전자,2026-03-13,5일 이동평균,184560.0
삼성전자,2026-03-13,20일 이동평균,
삼성전자,2026-03-16,종가,188700.0
삼성전자,2026-03-16,5일 이동평균,187600.0
삼성전자,2026-03-16,20일 이동평균,
삼성전자,2026-03-17,종가,193900.0
삼성전자,2026-03-17,5일 이동평균,188800.0
삼성전자,2026-03-17,20일 이동평균,191170.0
삼성전자,2026-03-18,종가,208500.0
삼성전자,2026-03-18,5일 이동평균,192500.0
삼성전자,2026-03-18,20일 이동평균,192665.0
삼성전자,2026-03-19,종가,200500.0
삼성전자,2026-03-19,5일 이동평균,195020.0
삼성전자,2026-03-19,20일 이동평균,193630.0
삼성전자,2026-03-20,종가,199400.0
삼성전자,2026-03-20,5일 이동평균,198200.0
삼성전자,2026-03-20,20일 이동평균,194100.0
삼성전자,2026-03-23,종가,186300.0
삼성전자,2026-03-23,5일 이동평균,197720.0
삼성전자,2026-03-23,20일 이동평균,193910.0
삼성전자,2026-03-24,종가,189700.0
삼성전자,2026-03-24,5일 이동평균,196880.0
삼성전자,2026-03-24,20일 이동평균,193745.0
삼성전자,2026-03-25,종가,189000.0
삼성전자,2026-03-25,5일 이동평균,192980.0
삼성전자,2026-03-25,20일 이동평균,193195.0
삼성전자,2026-03-26,종가,180100.0
삼성전자,2026-03-26,5일 이동평균,188900.0
삼성전자,2026-03-26,20일 이동평균,192025.0
삼성전자,2026-03-27,종가,179700.0
삼성전자,2026-03-27,5일 이동평균,184960.0
삼성전자,2026-03-27,20일 이동평균,190110.0
삼성전자,2026-03-30,종가,176300.0
삼성전자,2026-03-30,5일 이동평균,182960.0
삼성전자,2026-03-30,20일 이동평균,188100.0
삼성전자,2026-03-31,종가,167200.0
삼성전자,2026-03-31,5일 이동평균,178460.0
삼성전자,2026-03-31,20일 이동평균,186705.0
삼성전자,2026-04-01,종가,189600.0
삼성전자,2026-04-01,5일 이동평균,178580.0
삼성전자,2026-04-01,20일 이동평균,187575.0
삼성전자,2026-04-02,종가,178400.0
삼성전자,2026-04-02,5일 이동평균,178240.0
삼성전자,2026-04-02,20일 이동평균,186915.0
삼성전자,2026-04-03,종가,186200.0
삼성전자,2026-04-03,5일 이동평균,179540.0
삼성전자,2026-04-03,20일 이동평균,186815.0
삼성전자,2026-04-06,종가,193100.0
삼성전자,2026-04-06,5일 이동평균,182900.0
삼성전자,2026-04-06,20일 이동평균,187795.0
삼성전자,2026-04-07,종가,196500.0
삼성전자,2026-04-07,5일 이동평균,188760.0
삼성전자,2026-04-07,20일 이동평균,188225.0
삼성전자,2026-04-08,종가,210500.0
삼성전자,2026-04-08,5일 이동평균,192940.0
삼성전자,2026-04-08,20일 이동평균,189250.0
삼성전자,2026-04-09,종가,204000.0
삼성전자,2026-04-09,5일 이동평균,198060.0
삼성전자,2026-04-09,20일 이동평균,190055.0
삼성전자,2026-04-10,종가,206000.0
삼성전자,2026-04-10,5일 이동평균,202020.0
삼성전자,2026-04-10,20일 이동평균,191180.0
삼성전자,2026-04-13,종가,201000.0
삼성전자,2026-04-13,5일 이동평균,203600.0
삼성전자,2026-04-13,20일 이동평균,191795.0
삼성전자,2026-04-14,종가,206500.0
삼성전자,2026-04-14,5일 이동평균,205600.0
삼성전자,2026-04-14,20일 이동평균,192425.0
삼성전자,2026-04-15,종가,211000.0
삼성전자,2026-04-15,5일 이동평균,205700.0
삼성전자,2026-04-15,20일 이동평균,192550.0
삼성전자,2026-04-16,종가,217500.0
삼성전자,2026-04-16,5일 이동평균,208400.0
삼성전자,2026-04-16,20일 이동평균,193400.0
삼성전자,2026-04-17,종가,216000.0
삼성전자,2026-04-17,5일 이동평균,210400.0
삼성전자,2026-04-17,20일 이동평균,194230.0
삼성전자,2026-04-20,종가,214500.0
삼성전자,2026-04-20,5일 이동평균,213100.0
삼성전자,2026-04-20,20일 이동평균,195640.0
삼성전자,2026-04-21,종가,219000.0
삼성전자,2026-04-21,5일 이동평균,215600.0
삼성전자,2026-04-21,20일 이동평균,197105.0
삼성전자,2026-04-22,종가,217500.0
삼성전자,2026-04-22,5일 이동평균,216900.0
삼성전자,2026-04-22,20일 이동평균,198530.0
삼성전자,2026-04-23,종가,224500.0
삼성전자,2026-04-23,5일 이동평균,218300.0
삼성전자,2026-04-23,20일 이동평균,200750.0
삼성전자,2026-04-24,종가,219500.0
삼성전자,2026-04-24,5일 이동평균,219000.0
삼성전자,2026-04-24,20일 이동평균,202740.0
삼성전자,2026-04-27,종가,224500.0
삼성전자,2026-04-27,5일 이동평균,221000.0
삼성전자,2026-04-27,20일 이동평균,205150.0
삼성전자,2026-04-28,종가,222000.0
삼성전자,2026-04-28,5일 이동평균,221600.0
삼성전자,2026-04-28,20일 이동평균,207890.0
삼성전자,2026-04-29,종가,226000.0
삼성전자,2026-04-29,5일 이동평균,223300.0
삼성전자,2026-04-29,20일 이동평균,209710.0
삼성전자,2026-04-30,종가,220500.0
삼성전자,2026-04-30,5일 이동평균,222500.0
삼성전자,2026-04-30,20일 이동평균,211815.0
삼성전자,2026-05-04,종가,232500.0
삼성전자,2026-05-04,5일 이동평균,225100.0
삼성전자,2026-05-04,20일 이동평균,214130.0
삼성전자,2026-05-06,종가,266000.0
삼성전자,2026-05-06,5일 이동평균,233400.0
삼성전자,2026-05-06,20일 이동평균,217775.0
삼성전자,2026-05-07,종가,271500.0
삼성전자,2026-05-07,5일 이동평균,243300.0
삼성전자,2026-05-07,20일 이동평균,221525.0
삼성전자,2026-05-08,종가,268500.0
삼성전자,2026-05-08,5일 이동평균,251800.0
삼성전자,2026-05-08,20일 이동평균,224425.0
삼성전자,2026-05-11,종가,285500.0
삼성전자,2026-05-11,5일 이동평균,264800.0
삼성전자,2026-05-11,20일 이동평균,228500.0
삼성전자,2026-05-12,종가,279000.0
삼성전자,2026-05-12,5일 이동평균,274100.0
삼성전자,2026-05-12,20일 이동평균,232150.0
삼성전자,2026-05-13,종가,284000.0
삼성전자,2026-05-13,5일 이동평균,277700.0
삼성전자,2026-05-13,20일 이동평균,236300.0
삼성전자,2026-05-14,종가,296000.0
삼성전자,2026-05-14,5일 이동평균,282600.0
삼성전자,2026-05-14,20일 이동평균,240775.0
삼성전자,2026-05-15,종가,270500.0
삼성전자,2026-05-15,5일 이동평균,283000.0
삼성전자,2026-05-15,20일 이동평균,243750.0
삼성전자,2026-05-18,종가,281000.0
삼성전자,2026-05-18,5일 이동평균,282100.0
삼성전자,2026-05-18,20일 이동평균,246925.0
삼성전자,2026-05-19,종가,275500.0
삼성전자,2026-05-19,5일 이동평균,281400.0
삼성전자,2026-05-19,20일 이동평균,249900.0
삼성전자,2026-05-20,종가,276000.0
삼성전자,2026-05-20,5일 이동평균,279800.0
삼성전자,2026-05-20,20일 이동평균,252975.0
삼성전자,2026-05-21,종가,299500.0
삼성전자,2026-05-21,5일 이동평균,280500.0
삼성전자,2026-05-21,20일 이동평균,257000.0
삼성전자,2026-05-22,종가,292500.0
삼성전자,2026-05-22,5일 이동평균,284900.0
삼성전자,2026-05-22,20일 이동평균,260750.0
삼성전자,2026-05-26,종가,299000.0
삼성전자,2026-05-26,5일 이동평균,288500.0
삼성전자,2026-05-26,20일 이동평균,264475.0
삼성전자,2026-05-27,종가,307000.0
삼성전자,2026-05-27,5일 이동평균,294800.0
삼성전자,2026-05-27,20일 이동평균,268850.0
삼성전자,2026-05-28,종가,299500.0
삼성전자,2026-05-28,5일 이동평균,299500.0
삼성전자,2026-05-28,20일 이동평균,272600.0
삼성전자,2026-05-29,종가,317000.0
삼성전자,2026-05-29,5일 이동평균,303000.0
삼성전자,2026-05-29,20일 이동평균,277350.0
삼성전자,2026-06-01,종가,349000.0
삼성전자,2026-06-01,5일 이동평균,314300.0
삼성전자,2026-06-01,20일 이동평균,283500.0
삼성전자,2026-06-02,종가,360500.0
삼성전자,2026-06-02,5일 이동평균,326600.0
삼성전자,2026-06-02,20일 이동평균,290500.0
삼성전자,2026-06-04,종가,351500.0
삼성전자,2026-06-04,5일 이동평균,335500.0
삼성전자,2026-06-04,20일 이동평균,296450.0
삼성전자,2026-06-05,종가,329000.0
삼성전자,2026-06-05,5일 이동평균,341400.0
삼성전자,2026-06-05,20일 이동평균,299600.0
삼성전자,2026-06-08,종가,295500.0
삼성전자,2026-06-08,5일 이동평균,337100.0
삼성전자,2026-06-08,20일 이동평균,300800.0
삼성전자,2026-06-09,종가,322000.0
삼성전자,2026-06-09,5일 이동평균,331700.0
삼성전자,2026-06-09,20일 이동평균,303475.0
삼성전자,2026-06-10,종가,302500.0
삼성전자,2026-06-10,5일 이동평균,320100.0
삼성전자,2026-06-10,20일 이동평균,304325.0
삼성전자,2026-06-11,종가,299000.0
삼성전자,2026-06-11,5일 이동평균,309600.0
삼성전자,2026-06-11,20일 이동평균,305325.0
삼성전자,2026-06-12,종가,322500.0
삼성전자,2026-06-12,5일 이동평균,308300.0
삼성전자,2026-06-12,20일 이동평균,307250.0
삼성전자,2026-06-15,종가,337000.0
삼성전자,2026-06-15,5일 이동평균,316600.0
삼성전자,2026-06-15,20일 이동평균,309300.0
삼성전자,2026-06-16,종가,343000.0
삼성전자,2026-06-16,5일 이동평균,320800.0
삼성전자,2026-06-16,20일 이동평균,312925.0
삼성전자,2026-06-17,종가,346500.0
삼성전자,2026-06-17,5일 이동평균,329600.0
삼성전자,2026-06-17,20일 이동평균,316200.0
삼성전자,2026-06-18,종가,362500.0
삼성전자,2026-06-18,5일 이동평균,342300.0
삼성전자,2026-06-18,20일 이동평균,320550.0
삼성전자,2026-06-19,종가,354000.0
삼성전자,2026-06-19,5일 이동평균,348600.0
삼성전자,2026-06-19,20일 이동평균,324450.0
삼성전자,2026-06-22,종가,353500.0
삼성전자,2026-06-22,5일 이동평균,351900.0
삼성전자,2026-06-22,20일 이동평균,327150.0
삼성전자,2026-06-23,종가,310000.0
삼성전자,2026-06-23,5일 이동평균,345300.0
삼성전자,2026-06-23,20일 이동평균,328025.0
삼성전자,2026-06-24,종가,340500.0
삼성전자,2026-06-24,5일 이동평균,344100.0
삼성전자,2026-06-24,20일 이동평균,330100.0
삼성전자,2026-06-25,종가,358500.0
삼성전자,2026-06-25,5일 이동평균,343300.0
삼성전자,2026-06-25,20일 이동평균,332675.0
삼성전자,2026-06-26,종가,339500.0
삼성전자,2026-06-26,5일 이동평균,340400.0
삼성전자,2026-06-26,20일 이동평균,334675.0
삼성전자,2026-06-29,종가,323000.0
삼성전자,2026-06-29,5일 이동평균,334300.0
삼성전자,2026-06-29,20일 이동평균,334975.0
삼성전자,2026-06-30,종가,334000.0
삼성전자,2026-06-30,5일 이동평균,339100.0
삼성전자,2026-06-30,20일 이동평균,334225.0
삼성전자,2026-07-01,종가,314500.0
삼성전자,2026-07-01,5일 이동평균,333900.0
삼성전자,2026-07-01,20일 이동평균,331925.0
삼성전자,2026-07-02,종가,286000.0
삼성전자,2026-07-02,5일 이동평균,319400.0
삼성전자,2026-07-02,20일 이동평균,328650.0
삼성전자,2026-07-03,종가,309500.0
삼성전자,2026-07-03,5일 이동평균,313400.0
삼성전자,2026-07-03,20일 이동평균,327675.0
삼성전자,2026-07-06,종가,318000.0
삼성전자,2026-07-06,5일 이동평균,312400.0
삼성전자,2026-07-06,20일 이동평균,328800.0
삼성전자,2026-07-07,종가,296000.0
삼성전자,2026-07-07,5일 이동평균,304800.0
삼성전자,2026-07-07,20일 이동평균,327500.0
삼성전자,2026-07-08,종가,277500.0
삼성전자,2026-07-08,5일 이동평균,297400.0
삼성전자,2026-07-08,20일 이동평균,326250.0
삼성전자,2026-07-09,종가,278000.0
삼성전자,2026-07-09,5일 이동평균,295800.0
삼성전자,2026-07-09,20일 이동평균,325200.0
삼성전자,2026-07-10,종가,285000.0
삼성전자,2026-07-10,5일 이동평균,290900.0
삼성전자,2026-07-10,20일 이동평균,323325.0
삼성전자,2026-07-13,종가,254500.0
삼성전자,2026-07-13,5일 이동평균,278200.0
삼성전자,2026-07-13,20일 이동평균,319200.0
삼성전자,2026-07-14,종가,263000.0
삼성전자,2026-07-14,5일 이동평균,271600.0
삼성전자,2026-07-14,20일 이동평균,315200.0
삼성전자,2026-07-15,종가,279500.0
삼성전자,2026-07-15,5일 이동평균,272000.0
삼성전자,2026-07-15,20일 이동평균,311850.0
삼성전자,2026-07-16,종가,255000.0
삼성전자,2026-07-16,5일 이동평균,267400.0
삼성전자,2026-07-16,20일 이동평균,306475.0
삼성전자,2026-07-20,종가,244000.0
삼성전자,2026-07-20,5일 이동평균,259200.0
삼성전자,2026-07-20,20일 이동평균,300975.0
삼성전자,2026-07-21,종가,259000.0
삼성전자,2026-07-21,5일 이동평균,260100.0
삼성전자,2026-07-21,20일 이동평균,296250.0
삼성전자,2026-07-22,종가,260500.0
삼성전자,2026-07-22,5일 이동평균,259600.0
삼성전자,2026-07-22,20일 이동평균,293775.0
삼성전자,2026-07-23,종가,270000.0
삼성전자,2026-07-23,5일 이동평균,257700.0
삼성전자,2026-07-23,20일 이동평균,290250.0
삼성전자,2026-07-24,종가,249500.0
삼성전자,2026-07-24,5일 이동평균,256600.0
삼성전자,2026-07-24,20일 이동평균,284800.0
삼성전자,2026-07-27,종가,254000.0
삼성전자,2026-07-27,5일 이동평균,258600.0
